wav_filename,wav_filesize,transcript,stt,I,D,S,N,Accuracy
singlish-test/2577.wav,163,orchard roads fall from grace has been sudden and unceremonious,otter rootsfall from greece has been sudden and unceremonious,1,3,6,63,0.8412698412698413
singlish-test/2578.wav,145,finally the justice considered the origins of the murder weapon,finally the justice considered the origins of the murder weapon,0,0,0,63,1.0
singlish-test/2579.wav,88,not for want of trying,not for one of trying,0,1,2,22,0.8636363636363636
singlish-test/2580.wav,89,go out this friday lei,god this friday lar,0,3,3,22,0.7272727272727273
singlish-test/2581.wav,133,more were seen patrolling the block opposite the presidents flat,mor was seen petrolin the block opposite the precedenc' flet,0,4,8,64,0.8125
singlish-test/2582.wav,139,it defines a true blue singaporean as being locally born,it defines a true blosing a orion as being locally born,1,2,4,56,0.875
singlish-test/2583.wav,160,the hyundai spun upon impact and hit a nearby taxi,the hyandi span upon impecked and hit en near by texi,4,1,6,50,0.78
singlish-test/2584.wav,198,this means that the act explicitly allows what was previously implicitly forbidden,this means that the act explicitly allows what was previously implicitly forbidden,0,0,0,82,1.0
singlish-test/2585.wav,158,he evoked the entire range of human emotions and evoked them strongly,he evoked the entire inge of human emotions and evoked them strongly,0,1,1,69,0.9710144927536232
singlish-test/2586.wav,150,visitors will be provided solar glasses for safe viewing of the eclipse,visitors will be provided sola glasses for save viewing of the eclipse,0,1,1,71,0.971830985915493
singlish-test/2587.wav,178,besides him joel park is a praised stylist recommended by many guys,besides him jolpark is a priest stilit recommended by many guies,1,4,5,67,0.8507462686567164
singlish-test/2588.wav,178,a nice gesture but one that wont satisfy the mourning familys queries,a nice gesture but one that wouldn't satisfy the morning familys queries,4,1,0,69,0.927536231884058
singlish-test/2589.wav,170,the recently launched adult vaccination programme is a step in this direction,the recently launched a dott facinatian programme is a step in this direction,1,1,4,77,0.922077922077922
singlish-test/2590.wav,113,guess captain context was on leave today,gues captain contex was on leaf to day,1,3,1,40,0.875
singlish-test/2591.wav,186,he noted that electric scooters appealed to those unable to afford cars or motorcycles,he noted the electric schutors appealed to those unable to affortcast or modal cycles,1,2,10,86,0.8488372093023255
singlish-test/2592.wav,121,has the magical quality to pursue conservation,has the magical quality to pursue conversation,0,0,2,46,0.9565217391304348
singlish-test/2593.wav,112,he admits to reading the obituary regularly,he admits to reading the orbitary regularly,1,1,0,43,0.9534883720930233
singlish-test/2594.wav,128,buyers say the generous handouts are working,by o sea the generous hand out are working,2,4,2,44,0.8181818181818182
singlish-test/2595.wav,131,of the total five are threatened species,of the total five are threatened species,0,0,0,40,1.0
singlish-test/2596.wav,119,such trips are usually accompanied by journalists,such treaps are usually accompanied by journalists,1,0,1,49,0.9591836734693877
singlish-test/2597.wav,205,denser haze from sumatra continues to be blown in by the prevailing southerly winds,denza hers from sumacha continues to be blown in by the prevailing southerly winds,0,1,7,83,0.9036144578313253
singlish-test/2598.wav,132,and i reply yes i agree fully,and i reply yes i agree fully,0,0,0,29,1.0
singlish-test/2599.wav,126,yang will be sentenced on tuesday afternoon,young will be sentenced on tuesday afternoon,1,0,1,43,0.9534883720930233
singlish-test/2600.wav,120,everyone knows singapore has lots of reserves,every one knows singapoe his lots of resolves,1,1,3,45,0.8888888888888888
singlish-test/2601.wav,125,food for events is contributed by volunteers,foot for events is contributed by volunteers,0,0,1,44,0.9772727272727273
singlish-test/2602.wav,246,flatiron is taking extraordinary precautions to prevent any leaks as politico reported last week,flechiron is tacking extraordinary precautions to prevent any leegues es politico reported last week,4,0,5,96,0.90625
singlish-test/2603.wav,118,feel your abdomen contract as you exhale,fill your ebdomin contract as you ex hale,1,0,4,40,0.875
singlish-test/2604.wav,115,standard drinks are offered at affordable prices,standid drinks out of it at a fordible priceis,1,3,9,48,0.7291666666666666
singlish-test/2605.wav,116,and it requires constant effort and vigilance,and it requires constant effort in vigilance,0,1,1,45,0.9555555555555556
singlish-test/2606.wav,203,all signs are pointing to a manufacturing sector struggling with structural and cyclical challenges,all signs are pointing to a manufacturing sector struggling with structural encyclical challenges,0,2,1,99,0.9696969696969697
singlish-test/2607.wav,214,once observed we will advise our residents to remove such obstruction and unauthorised fixtures,once observed we will advise our residence to remove such obstruction and unauthorized fixtures,0,0,3,95,0.968421052631579
singlish-test/2608.wav,228,well watch the situation before deciding whether to build or not he told reuters by phone,we'll watch the situation before deciding whether to build or not he told rutos byfond,1,4,3,89,0.9101123595505618
singlish-test/2609.wav,210,a wall of exposed bricks with visible cement fillers is the hallmark of the hipsters lair,a wall of exposed bricks with visible simen filis is the halmak of the hipster's lair,1,5,3,89,0.898876404494382
singlish-test/2610.wav,201,falling short can earn a driver a temporary ban or in a worse case being terminated,folly shot can earn a driver a temporarly ben or in a woskis being terminated,1,7,5,83,0.8433734939759037
singlish-test/2611.wav,139,he brandished statistics that showed progress on all fronts,he brandished statistics at short progress on all france,0,3,5,59,0.864406779661017
singlish-test/2612.wav,153,curiosity is the start of knowledge acquisition and discovery,curiosity is the stud of knowledge acquisitian and discovery,0,1,3,61,0.9344262295081968
singlish-test/2613.wav,135,male mosquitoes also do not bite or transmit disease,mile mosquitos also do not bite or transmit disease,0,1,1,52,0.9615384615384616
singlish-test/2614.wav,165,before seemingly implying that he also wanted insider information,before seemingly implying that he also wanted incide her information,3,0,1,65,0.9384615384615385
singlish-test/2615.wav,140,four months later he went for cochlear implant surgery,four month later he went for coachley in plantagerie,2,4,6,54,0.7777777777777778
singlish-test/2616.wav,140,certainly he doesnt blame anyone for what happened anymore,certainly he doesn't blame anyone for what happened any more,2,0,0,58,0.9655172413793104
singlish-test/2617.wav,145,as the oldest member sometimes hes the most radical,as the oldest member sometimes he's the most redical,1,0,1,51,0.9607843137254902
singlish-test/2618.wav,120,get scrapes a lot from playing football or sports,get scripped a lot from plaingfootball of spots,1,3,3,49,0.8571428571428571
singlish-test/2619.wav,121,despite the storm the parade and show carried on,despite the pstom the parit an shure carried on,2,3,4,48,0.8125
singlish-test/2620.wav,133,adidas will also match every donation dollar for dollar,adidas will also make every dunisian dollar for dollar,0,1,6,55,0.8727272727272727
singlish-test/2621.wav,154,common types of derivatives include futures options and swaps,common types of derybitis include futures options and swaps,0,2,3,61,0.9180327868852459
singlish-test/2622.wav,131,because metal is and plastic destroys the earth,because metal ispiece and plastic destroys the earth,5,0,0,47,0.8936170212765957
singlish-test/2623.wav,158,united overseas bank is sponsor issue manager and placement agent,united oversis bank is a sponter isshue manager and policeman agent,4,2,5,65,0.8307692307692308
singlish-test/2624.wav,162,changes in technology can be disruptive to existing practices and skills,changes intechnology can be desruptive to existing practices in skills,0,2,2,72,0.9444444444444444
singlish-test/2625.wav,151,donor livers can be obtained from both deceased and living donors,dono live us can be obtained from both deceased and living donas,1,2,2,65,0.9230769230769231
singlish-test/2626.wav,154,orlando was charged today for allegedly agreeing to accept the money,orlande was crachtudefor eligently agreeing to accept the money,1,6,9,68,0.7647058823529411
singlish-test/2627.wav,137,others have been spotted trimming tree branches for a clearer view,others have been spotted trimming tree bunches for a clearer view,0,1,1,66,0.9696969696969697
singlish-test/2628.wav,157,the bid ask spread for bad loans has not closed completely,the bit ousspread for bedlowns has not closed completely,1,3,4,58,0.8620689655172413
singlish-test/2629.wav,161,from the injury scars it most definitely was a boat strike,from the injury scarse it most definitely was a boat strike,1,0,0,58,0.9827586206896551
singlish-test/2630.wav,154,inside diners can even choose to sit on traditional tatami floors,insight dynas can even choose to sit on tradisinal tatami flos,1,4,5,65,0.8461538461538461
singlish-test/2631.wav,131,a letter by a mans daughter pleading for leniency was submitted,a letter by man's daughter pleading for leniency was submitted,1,2,0,63,0.9523809523809523
singlish-test/2632.wav,143,court documents did not reveal details of how the scam worked,cor documents did not reveal details on how those came worked,3,3,1,61,0.8852459016393442
singlish-test/2633.wav,159,they will also discuss international terrorist financing and trafficking of firearms,they will also discuss international terrors financing and treficing or fire arms,1,4,2,84,0.9166666666666666
singlish-test/2634.wav,141,dedicated cycling paths will also be introduced in the mature town,dedicated cycling pots will also be introduced in the mature tone,0,1,3,66,0.9393939393939394
singlish-test/2635.wav,175,restaurants can continue to sell raw saltwater fish such as salmon,restaurants can continue to sell raw salt water fish such as salmon,1,0,0,66,0.9848484848484849
singlish-test/2636.wav,161,constant striving is the third leadership principle of our pioneer leaders,constant triving in the third leadership principle of arpagnial leaders,0,3,7,74,0.8648648648648649
singlish-test/2637.wav,157,american bullfrogs are aquatic frogs that live in a freshwater environment,american bullfrocks are acquittic frocks thet live in a fresh water environment,5,0,4,74,0.8783783783783784
singlish-test/2638.wav,183,singapore experienced minor road bumps to its gold medals haul today,singapo experience minor wood bums to its gold meddals hall to day,2,4,3,68,0.8676470588235294
singlish-test/2639.wav,225,as a consequence south africas economy has stagnated and external competitiveness has eroded,as a consequence sought africa's economy has dignated an excernal competitiveness has eruted,2,2,6,92,0.8913043478260869
singlish-test/2640.wav,206,economists say job gains are being driven by buoyant domestic and global demand,it can always say jobgins are being driven by boy an domestic in gobal diman,4,7,9,79,0.7468354430379747
singlish-test/2641.wav,211,it is highly compressible hence storage and transportation costs could be greatly reduced,it is highly compressible hence storage and transportition cose could be greatly reduced,0,1,2,89,0.9662921348314607
singlish-test/2642.wav,191,search efforts resumed yesterday after rough weather suspended the search over the weekend,such efforts resumed yesterday after a rough weather suspended the search over the weakon,2,3,3,90,0.9111111111111111
singlish-test/2643.wav,171,kong says the lord loves this church and thanked them for remaining strong,cong sas the lot loves the church and thanked them for remaining strong,0,3,3,74,0.918918918918919
singlish-test/2644.wav,195,d b s home loan is known as the fixed deposit home rate or f h r,d v s home lone is known as the fix deposit homerid or of which are,7,4,5,64,0.75
singlish-test/2645.wav,192,the strongest sentiment was over the governments handling of racial relations and integration,the strongest sentiment was over the governments handling of racial relations and integration,0,0,0,93,1.0
singlish-test/2646.wav,182,news will receive official press statements and be invited to government press conferences,news will receive official presstatements and be invited to government press conferences,0,2,0,90,0.9777777777777777
singlish-test/2647.wav,237,these include fatigue recurrent thoughts of suicide insomnia and diminished interest or pleasure,these include fatique recurrent thoughts of sucide insomia and diminished interest of pleasure,0,2,2,96,0.9583333333333334
singlish-test/2648.wav,180,the stall holders hope more frequent police patrol could help reduce such incidents,the starholders hoped more frequent polyce patrol could help reduce such incidents,1,2,2,83,0.9397590361445783
singlish-test/2649.wav,196,intel denied that the patches would bog down computers based on intel chips,inteil denied that the patches would bock down competus beast on intail chips,4,2,5,75,0.8533333333333334
singlish-test/2650.wav,193,finlands postal service also started trials for parcel delivery for drones last month,finlan's postel service also stuted trials for pasil dilivery for drunce last month,1,3,7,85,0.8705882352941177
singlish-test/2651.wav,189,he adopted the superman persona to avoid the perils of publicity and celebrity,he adopted the supermain personor to avoid the purils of publicity and celebrity,2,0,2,78,0.9487179487179487
singlish-test/2652.wav,120,a smile can often lift up a weary spirit,a smile can often lift up a weary spirit,0,0,0,40,1.0
singlish-test/2653.wav,140,i was so tired from work i could not even bother to brush my teeth,i was so tired from wook i could not even bother to brush my teeth,0,0,1,66,0.9848484848484849
singlish-test/2654.wav,123,a comma can change the meaning of a sentence entirely,a commec can change the meaning of a sentence entirely,1,0,1,53,0.9622641509433962
singlish-test/2655.wav,148,before the internet we wrote letters to our pen pals and read magazines,before the intinate we wrote letters to our pampaus and read magazines,1,2,5,71,0.8873239436619719
singlish-test/2656.wav,117,it is easy to book flights and hotels on the computer,it is easy to boot flags and hotels on the computer,0,2,2,53,0.9245283018867925
singlish-test/2657.wav,108,heavy rains caused a flood in the village,heavy rains cost a flat in the village,0,3,4,41,0.8292682926829268
singlish-test/2658.wav,114,i get free snacks whenever i go to the supermarket,i get free snext whenever i go to the supamaqit,0,3,6,50,0.82
singlish-test/2659.wav,139,it is not safe to freeze something again after it has been thawed,it is not save to freez something again after it has been thought,1,1,5,65,0.8923076923076924
singlish-test/2660.wav,83,we visited the persian gulf,we visited the porsian gaff,0,0,3,27,0.8888888888888888
singlish-test/2661.wav,111,the crowd guffawed at the comedians jokes,the crowd guffered at the camedian's jokes,1,0,3,41,0.9024390243902439
singlish-test/2662.wav,142,the villagers pray for plentiful harvest at the start of every year,the villagers pray for plentiful harvest at the start of every year,0,0,0,67,1.0
singlish-test/2663.wav,143,the nurse folded a paper jib for the little boys yacht model,the nurse foded a paper jip for the little boy's yock model,1,2,3,60,0.9
singlish-test/2664.wav,173,the student was very confused until he realised he entered the wrong classroom,the student was very confused until he realized he entered the wrong class room,1,0,1,78,0.9743589743589743
singlish-test/2665.wav,116,the van travelled slowly on the expressway,the van travelled slowly on your express way,2,0,3,42,0.8809523809523809
singlish-test/2666.wav,126,his grief had become his driving force in his career,his grief had become his driving fals in his caree,0,2,3,52,0.9038461538461539
singlish-test/2667.wav,188,we must find a way to circumvent all these new obstacles and secure our votes,we must find a way to circumvent all these new obstacles and secure our votes,0,0,0,77,1.0
singlish-test/2668.wav,116,the little boy shared his tomato with his brother,the little boy shat his tormato with his brother,1,2,1,49,0.9183673469387755
singlish-test/2669.wav,115,the grass had grown all the way to his knees,the grass had grown all teway to his knees,0,2,0,44,0.9545454545454546
singlish-test/2670.wav,106,doves are a symbol of peace,davhs are a symbol of peace,0,0,2,27,0.9259259259259259
singlish-test/2671.wav,88,the weather made me sneeze,the weather made me sneece,0,0,1,26,0.9615384615384616
singlish-test/2672.wav,117,the goalkeeper dived to stop the ball,the gokkeeper dived to stop the ball,0,1,1,37,0.9459459459459459
singlish-test/2673.wav,105,this ladder leads to another path,this ladder leads to another path,0,0,0,33,1.0
singlish-test/2674.wav,130,the earths core is made of iron and nickel,the earth's core is made of iron and niko,1,2,1,42,0.9047619047619048
singlish-test/2675.wav,114,the guards cant laugh when they are on duty,the gods can laugh when they are on duty,0,3,1,43,0.9069767441860465
singlish-test/2676.wav,132,police were able to foil the bombers plans,polis were able to foy the bomous plans,0,3,4,42,0.8333333333333334
singlish-test/2677.wav,148,im craving for a chocolate sponge cake topped with mint mousse,i'm craving for a chocolate sponge cake topped wifh mians moose,2,1,3,62,0.9032258064516129
singlish-test/2678.wav,94,that man is an aircraft engineer,that man is an aircroft engineor,0,0,2,32,0.9375
singlish-test/2679.wav,96,he is a lightweight in alcohol,he is a light weight in alcohol,1,0,0,30,0.9666666666666667
singlish-test/2680.wav,128,the veteran fought to protect his country during the war,the vateran fought to protect his country during the war,0,0,1,56,0.9821428571428571
singlish-test/2681.wav,97,the thunder jolt me awake,the thandi jopped me awake,2,1,4,25,0.72
singlish-test/2682.wav,149,a pinch of salt is enough to make a veal stew tasty,a pinch of sort is enough to make a veal stew taste tea,4,0,3,51,0.8627450980392157
singlish-test/2683.wav,156,the workers braved through sun and rain every day just to build the tunnel,the wockas brave through sun and rain every day just to built the tunnel,0,2,3,74,0.9324324324324325
singlish-test/2684.wav,118,the detective tracked down the cat killer quickly,the detective track down to cat killal quickly,0,3,3,49,0.8775510204081632
singlish-test/2685.wav,119,the young girl washed her shoes on her own,the young girl washed her shoes on her own,0,0,0,42,1.0
singlish-test/2686.wav,128,thrash disposal is an environmental issue,trash disposa is an environmental issu,0,3,0,41,0.926829268292683
singlish-test/2687.wav,116,switzerlands flag is a big plus,chitzellen's flag is a big place,1,0,7,31,0.7419354838709677
singlish-test/2688.wav,162,the bench by the bank of the river is a hot viewing spot for tourists,the bench by the bank of the river is a hot fewing spot for turraces,1,2,4,69,0.8985507246376812
singlish-test/2689.wav,87,he gulped down his beer,he gauped down his biere,2,1,1,23,0.8260869565217391
singlish-test/2690.wav,135,all good citizens should learn how to change a light bulb,argit citizens should learn how to change a like baub,1,5,5,57,0.8070175438596491
singlish-test/2691.wav,152,song sheets for xylophones are on the shelf to your right,song sheets phasilaphones are on the shelf to your right,0,1,6,57,0.8771929824561403
singlish-test/2692.wav,146,cinderellas dress transformed exactly at twelve o clock,cinorela's dress transformed exactly at twelve o'clock,0,1,4,55,0.9090909090909091
singlish-test/2693.wav,160,she won a car because she was the twelfth person to call the radio station,she wanted cad because she was the twelfth person to callt e radio station,1,1,5,74,0.9054054054054054
singlish-test/2694.wav,107,the man hit the burglar with a golf club,the man hit the buglar with a goff clap,0,1,3,40,0.9
singlish-test/2695.wav,155,the desolated house was covered in filth and torn letters,the desolated house was covered in filth and torn letters,0,0,0,57,1.0
singlish-test/2696.wav,115,finish this by tomorrow or else youll be fired,finish this by to morrow or else youll be fired,1,0,0,46,0.9782608695652174
singlish-test/2697.wav,102,there were barrels of wine in the huge cellar,there were berrers of wine in the huge callar,0,0,3,45,0.9333333333333333
singlish-test/2698.wav,109,there are not many kilns left in singapore,they arenot manu kilns left and sing a por,3,3,3,42,0.7857142857142857
singlish-test/2699.wav,131,the child divulged all his secrets to his best friend,the child devouche all his secrets to his best friend,1,1,3,53,0.9056603773584906
singlish-test/2700.wav,178,the shop keeps its costs low by buying its supplies in bulk,the shop keeps its costs low by by its supplies inbalk,0,5,1,59,0.8983050847457628
singlish-test/2701.wav,173,the dwarf crafted a sharp sword a tough shield for the knight,the dwarf crafted is shap sort a tough shiel for the night,1,4,2,61,0.8852459016393442
singlish-test/2702.wav,155,these social reforms affect the economic sphere as well,these socia reforms affect the economic spia as well,0,3,2,55,0.9090909090909091
singlish-test/2703.wav,89,pink was a colour of health,pink was a colour of health,0,0,0,27,1.0
singlish-test/2704.wav,158,the british calls fries chips and chips crisps,the pritish calls fries chips and chips cripses,1,0,2,46,0.9347826086956522
singlish-test/2705.wav,143,the farmer filled a trough full of hay for his horses,the farmer felt a troge full of hay for his horses,0,3,3,53,0.8867924528301887
singlish-test/2706.wav,140,for a sunny place like singapore not many people wear a hat,for a sunny place like sing a pore not many people wear a hat,2,0,0,59,0.9661016949152542
singlish-test/2707.wav,184,we made verbal vows to each other in the past but it was a futile attempt,we made verbal vows to each other in the past but it was a futal attempt,0,1,1,73,0.9726027397260274
singlish-test/2708.wav,102,he hurt himself while slicing the meat,he hurt himself was slicing the meat,0,2,2,38,0.8947368421052632
singlish-test/2709.wav,110,my winter jacket came with a detachable hood,my winter jackett came if a detachable hood,1,2,1,44,0.9090909090909091
singlish-test/2710.wav,132,the jump scare in the film made me cough out my juice,the jam scare in the film made me cough out my juice,0,1,1,53,0.9622641509433962
singlish-test/2711.wav,102,can i have some glue for my envelopes,can i have some glue for my envelopes,0,0,0,37,1.0
singlish-test/2712.wav,148,there is a clog in the toilet pipe and the air vents at the zoo,there is a clock in the toilet pipe and the air vance at the zoo,1,0,4,63,0.9206349206349206
singlish-test/2713.wav,138,the party had a cool vibe but was for guests only,the party had a coup vipe but was for guests only,0,0,3,49,0.9387755102040817
singlish-test/2714.wav,114,this husky has a beautiful coat of fur,this hasky has a beautiful coat a fur,0,1,2,38,0.9210526315789473
singlish-test/2715.wav,151,a range of sandpaper is used to make the surface smooth,a range of sand paper is used to make the surface smooth,1,0,0,55,0.9818181818181818
singlish-test/2716.wav,110,melissa passed her number to the young man,malissa passed her number to the young man,0,0,1,42,0.9761904761904762
singlish-test/2717.wav,144,our athletes have been training hard for the next olympics,our athlics have been trading hard for the nix olympics,0,3,4,58,0.8793103448275862
singlish-test/2718.wav,138,the main actor of the movie has arrived at the premiere,the may actor of the mouvi has arrived at the prumiere,1,2,2,55,0.9090909090909091
singlish-test/2719.wav,119,there are twelve animals in the chinese zodiac,they are twelve animals in the chinese zodiac,0,1,1,46,0.9565217391304348
singlish-test/2720.wav,157,the budding singer easily held her breath for five minutes,the budding singer easily held her breath for five minutes,0,0,0,58,1.0
singlish-test/2721.wav,105,his moustache curl is perfect,his mustache curl is perfect,0,1,0,29,0.9655172413793104
singlish-test/2722.wav,106,please pass your exam once and for all,please pass your exam once and for all,0,0,0,38,1.0
singlish-test/2723.wav,152,when you are feeling stressed out dont forget to breathe into the void,when your feelings dretched out don't forget to breathe into the void,3,4,3,70,0.8571428571428571
singlish-test/2724.wav,119,i heard you loud and clear when you said it the first time,i heard you alouding clear when you said at the first time,1,1,3,58,0.9137931034482759
singlish-test/2725.wav,140,the restaurant gave so many choices that it was hard to choose,the restaurant gave so many trices that it was hard to choose,0,1,2,62,0.9516129032258065
singlish-test/2726.wav,107,a diamond is not a womans best friend,a diamond is not a woman's best friend,1,0,0,37,0.972972972972973
singlish-test/2727.wav,135,i had a casual chat with a reporter at the bar last night,i had a casure chat with the reported at the bar last night,2,0,4,57,0.8947368421052632
singlish-test/2728.wav,165,the pastry chef measured the ingredients for a zesty lemon dessert carefully,a praistry cheff measured the ingredients for hi zesty lemon dessert cafuly,4,5,2,76,0.8552631578947368
singlish-test/2729.wav,134,the new movie about food promises a visual feast,the neu movi about foot promises a vigiol feast,0,1,5,48,0.875
singlish-test/2730.wav,115,the company charted their profits in a graph,the accompany chatet thaprophets in a graff,2,3,8,44,0.7045454545454546
singlish-test/2731.wav,119,my calves are sore from all the sprints,my calves are sore from all the springs,0,0,1,39,0.9743589743589743
singlish-test/2732.wav,136,women hope for skin that is soft to the touch,women hope for skin that is soft to the touch,0,0,0,45,1.0
singlish-test/2733.wav,131,the student beefed about his team mates,the student beafe about his team mates,0,1,1,39,0.9487179487179487
singlish-test/2734.wav,149,there are pumps for your tyres at the resting zone before you cycle,the arepalms for yorties at the resting zone before you syco,0,7,6,67,0.8059701492537313
singlish-test/2735.wav,114,he writhed in pain and gasped for air,he rith in pain and gepst for air,0,4,3,37,0.8108108108108109
singlish-test/2736.wav,182,nothing beats a bowl of chicken noodles with zingy red sauce on a cold day,nothing beats a bull of chicken udles with zingy raiked sauce on a col day,3,3,3,74,0.8783783783783784
singlish-test/2737.wav,118,the teenagers paddled hard on their boat,the tean ages petted hard on yher boat,1,3,5,40,0.775
singlish-test/2738.wav,111,the rooster crows at the break of dawn,the rousticros at the break of dawn,0,3,2,38,0.868421052631579
singlish-test/2739.wav,122,some people go to court to fight for their principles,some people go to cort to fight for their principos,0,2,1,53,0.9433962264150944
singlish-test/2740.wav,91,the artist is known for his doodles,the artist is known for his dudos,0,2,2,35,0.8857142857142857
singlish-test/2741.wav,115,the baby is eager to hold his own spoon,the baby is ego to haw his own spoon,0,3,3,39,0.8461538461538461
singlish-test/2742.wav,106,the charity run was held on a tuesday,the charity ran was held on tuesday,0,2,1,37,0.918918918918919
singlish-test/2743.wav,130,the little girl played with her rabbit and geese in the yard,the little girl played with ar rabbit and geese in the yard,0,1,1,60,0.9666666666666667
singlish-test/2744.wav,107,they gird their loins for the challenge,they gird your loins for the challenge,0,1,3,39,0.8974358974358975
singlish-test/2745.wav,138,the cot was too small for the toddler to sleep in,the cot was too small for the toddler to sleep in,0,0,0,49,1.0
singlish-test/2746.wav,136,just because i tolerated he thought i was a fool,just because i tolerated he thought i was a fool,0,0,0,48,1.0
singlish-test/2747.wav,128,the puppy left its paw prints on the sandy shore,the pappy left his por prince on the sandy shore,1,1,5,48,0.8541666666666666
singlish-test/2748.wav,120,its not a subtle statement and its not meant to be,it's not a sato statement and it's not mean to be,2,3,2,50,0.86
singlish-test/2749.wav,139,im not saying that is correct but that is what is happening,i'm not saying that is correct but that is what is happening,1,0,0,59,0.9830508474576272
singlish-test/2750.wav,206,apart from looking brighter the new store concept also includes a new guardian logo,apart from looking brighter the neustall concept o so includes i new guardian logo,0,1,7,83,0.9036144578313253
singlish-test/2751.wav,176,and it turns out the root of all problems actually stems from geckos existence,and it trans out the root of our problems actually stams from gaco's assistance,1,0,12,78,0.8333333333333334
singlish-test/2752.wav,93,but their distress is unfounded,but yet this trass is unfoundered,3,1,6,31,0.6774193548387096
singlish-test/2753.wav,145,i think maybe the virus has been stopped in its tracks,i think may be de virus has been stopped in its tracks,1,1,1,54,0.9444444444444444
singlish-test/2754.wav,140,but youre saying that theres a problem with the way neighbourhoods are designed,but you are saying that thereis a problem of the way in neighbourhoods are designed,6,2,2,79,0.8734177215189873
singlish-test/2755.wav,216,apple said it would issue a patch to its safari web browser for those devices in the coming days,appolset it would issue a petch to its saparri wet browser for those devices in the coming days,2,3,5,96,0.8958333333333334
singlish-test/2756.wav,238,employees and bosses differed in their views when it comes to the top four staff attraction factors,employes and bosses differed in their views when it comes to the top for staff attraction factis,0,3,1,99,0.9595959595959596
singlish-test/2757.wav,109,and that was the start of something special,and that was the start of something special,0,0,0,43,1.0
singlish-test/2758.wav,152,but get too close and you might find yourself in trouble as one woman did,but get too close and you might find yourself in trouble as one woman did,0,0,0,73,1.0
singlish-test/2759.wav,98,it is like shouting into a void,it is like shouting anto avoid,0,1,1,31,0.9354838709677419
singlish-test/2760.wav,104,its a long way to making qualification,it's a long way to making qualification,1,0,0,38,0.9736842105263158
singlish-test/2761.wav,95,but to do so during this period,but to do so during this period,0,0,0,31,1.0
singlish-test/2762.wav,140,for most however tuition becomes the panacea,for most however tiutian becomes depenitria,2,3,6,44,0.75
singlish-test/2763.wav,220,one sydney teenager caused outrage by snagging two spots with the aid of an extra chair,one sidney tinaga caused to outrage by snagging two spots of the aid of an extra chair,3,4,5,87,0.8620689655172413
singlish-test/2764.wav,110,anyway to me there isnt a difference,anyway to me that is in a difference,2,2,2,36,0.8333333333333334
singlish-test/2765.wav,96,allow the contents to cool,allow the contents to cool,0,0,0,26,1.0
singlish-test/2766.wav,146,and leaders must be able to shift gear when the facts change,and lidis must be able to shift gir when effects change,0,5,5,60,0.8333333333333334
singlish-test/2767.wav,130,australian markets were closed for a public holiday,australia marquetes were closed for a public holiday,2,1,1,51,0.9215686274509803
singlish-test/2768.wav,156,this is essentially why our overall productivity growth has lagged,this is essentially why our overoar productivity growth has lag,1,4,1,66,0.9090909090909091
singlish-test/2769.wav,228,anyone caught inebriated or drinking can and will be arrested,any one caught in ibrutud or drinking can and will be erastud,2,2,6,61,0.8360655737704918
singlish-test/2770.wav,186,heres the view of the lane where the cameras vehicle would have been travelling down from,here's the view of the lane where the camerous vihico would have been travelling down from,2,1,3,89,0.9325842696629213
singlish-test/2771.wav,89,he missed the bigger picture,he missed the biger picture,0,1,0,28,0.9642857142857143
singlish-test/2772.wav,208,our leaders reacted swiftly banning the warship from calling at our ports or naval bases,our leaders reacted swiftly banding the worship from calling at our pots on naval bases,0,1,3,88,0.9545454545454546
singlish-test/2773.wav,140,now talking about someone else who did not seem to get a hint,now talking about some one else who did not seem to get a hint,1,0,0,61,0.9836065573770492
singlish-test/2774.wav,96,but even that got criticised,but even that got criticised,0,0,0,28,1.0
singlish-test/2775.wav,181,he also advocated for more entertainment options in the kingdom such as concerts,he also advocated for more entertainment options in te kingdom such as concerts,0,1,0,80,0.9875
singlish-test/2776.wav,204,in fact i believe its the continuous improvement ethos that has taken us to where we are today,in fact i believe it's the conginuous improvement attos that has taken us to where we are to day,2,0,3,94,0.9468085106382979
singlish-test/2777.wav,151,for his information the godfather series stopped at three,for his information that god fitu series stopped at three,2,2,3,57,0.8771929824561403
singlish-test/2778.wav,183,check out some of the comments criticism and praise that the trailer received so far,check out some of the comments criticism and praised that the traylo received so far,1,1,2,84,0.9523809523809523
singlish-test/2779.wav,118,everyone loves ice cream on their birthday,every one loves ice cream on the abirth day,2,1,2,42,0.8809523809523809
singlish-test/2780.wav,197,the programme is part of government efforts to restructure the economy and raise productivity,the programme is pat of government affots to restructure economy and raise prodectivity,0,6,2,93,0.9139784946236559
singlish-test/2781.wav,133,but you probably dont need us to tell you that,but your prober ble don't meet as to tell you that,4,0,5,46,0.8043478260869565
singlish-test/2782.wav,171,this is a strange political situation for any functioning democracy to be in,this is a strange political situation for any functioning democracy to be in,0,0,0,76,1.0
singlish-test/2783.wav,150,at the end of the day you know the ties will be taken off,at the end of the day you no the ties would be taken off,1,2,2,57,0.9122807017543859
singlish-test/2784.wav,154,but the most important feature of their design was maximising views,but a most important feature of the design was meximising views,0,4,2,67,0.9104477611940298
singlish-test/2785.wav,107,the differences however are aplenty,the differences however af a plenty,1,1,1,35,0.9142857142857143
