Unnamed: 0,WavFilesPath,stt,new_path,transcript,I,D,S,N,Accuracy
82,/content/drive/MyDrive/singlish/test/2777.wav,for is information the golp father seies stoped at three,2777,for his information the godfather series stopped at three,2,3,1,57,0.8947368421052632
102,/content/drive/MyDrive/singlish/test/2778.wav,check out someof the comments quitticism and praise that the trailar received so far,2778,check out some of the comments criticism and praise that the trailer received so far,1,1,3,84,0.9404761904761905
86,/content/drive/MyDrive/singlish/test/2779.wav,everyone loves iyccream on their birth day,2779,everyone loves ice cream on their birthday,1,1,2,42,0.9047619047619048
91,/content/drive/MyDrive/singlish/test/2780.wav,the programme is part of government efforts to restucture the economy and rase productivity,2780,the programme is part of government efforts to restructure the economy and raise productivity,0,2,0,93,0.978494623655914
113,/content/drive/MyDrive/singlish/test/2781.wav,but yu proberb layy dont need us to tell you that,2781,but you probably dont need us to tell you that,4,1,1,46,0.8695652173913043
77,/content/drive/MyDrive/singlish/test/2782.wav,this is a strange political situation for any funtioning democracy to be in,2782,this is a strange political situation for any functioning democracy to be in,0,1,0,76,0.9868421052631579
76,/content/drive/MyDrive/singlish/test/2783.wav,at the end of the day you know the tiyes will be taken off,2783,at the end of the day you know the ties will be taken off,1,0,0,57,0.9824561403508771
109,/content/drive/MyDrive/singlish/test/2784.wav,but the most important feature of their desine was maximising viewwss,2784,but the most important feature of their design was maximising views,2,0,2,67,0.9402985074626866
89,/content/drive/MyDrive/singlish/test/2785.wav,the diffrences however are a plaenty,2785,the differences however are aplenty,2,1,0,35,0.9142857142857143
114,/content/drive/MyDrive/singlish/test/2786.wav,and that is why community resilience needs to be strengthened,2786,and that is why community resilience needs to be strengthened,0,0,0,61,1.0
74,/content/drive/MyDrive/singlish/test/2787.wav,many acnoleged that bad publicity could keep the stock under pressure,2787,many acknowledge that bad publicity could keep the stock under pressure,1,3,0,71,0.9436619718309859
73,/content/drive/MyDrive/singlish/test/2788.wav,he adted that as more clarity emerges the bank is likely to reassess its current outlook,2788,he added that as more clarity emerges the bank is likely to reassess its current outlook,0,0,1,88,0.9886363636363636
81,/content/drive/MyDrive/singlish/test/2789.wav,they ave also requested that the shop lefter trainedhimself in personally to resolve the issue,2789,they have also requested that the shoplifter turn himself in personally to resolve the issue,3,1,4,92,0.9130434782608695
96,/content/drive/MyDrive/singlish/test/2790.wav,a vackume pump sauchs away the cleaning flued and dhesolve diurt out of the spot,2790,a vacuum pump sucks away the cleaning fluid and dissolved dirt out of the spot,3,1,5,78,0.8846153846153846
75,/content/drive/MyDrive/singlish/test/2791.wav,tesant eation only occurs before an election,2791,dissolution only occurs before an election,2,0,6,42,0.8095238095238095
95,/content/drive/MyDrive/singlish/test/2792.wav,everyone n the industry needs to earn the biliens necessary to invest in new technology,2792,everyone in the industry needs to earn the billions necessary to invest in new technology,0,2,1,89,0.9662921348314607
103,/content/drive/MyDrive/singlish/test/2793.wav,because some bia char bound it is not so comvenient forme to go to the hospital,2793,because im wheelchair bound it is not so convenient for me to go to the hospital,1,2,8,80,0.8625
99,/content/drive/MyDrive/singlish/test/2794.wav,tourism has been undergoing some serous traf transpormations and recent times,2794,tourism has been undergoing some serious transformation in recent times,7,1,2,71,0.8591549295774648
111,/content/drive/MyDrive/singlish/test/2795.wav,it is in fact to approve the business diversification,2795,it is in fact to approve the business diversification,0,0,0,53,1.0
85,/content/drive/MyDrive/singlish/test/2796.wav,as such the pronies have also advised both parties to settr this matter amicably,2796,as such the police have also advised both parties to settle the matter amicably,2,1,5,79,0.8987341772151899
97,/content/drive/MyDrive/singlish/test/2797.wav,he absorbed aor the craises thankfully,2797,he absorbs all the craze thankfully,3,0,4,35,0.8
100,/content/drive/MyDrive/singlish/test/2798.wav,it has healphemd more than once and im sure it wil happen again,2798,it has happened more than once and im sure it will happen again,1,1,4,63,0.9047619047619048
84,/content/drive/MyDrive/singlish/test/2799.wav,te she wih she would one day be able to afford ha carlike dat agan,2799,does he wish he would one day be able to afford a car like that again,2,5,4,69,0.8405797101449275
83,/content/drive/MyDrive/singlish/test/2800.wav,eleven months later the abvartisements took up nearly the whole broadsheet page,2800,eleven months later the advertisements took up nearly the whole broadsheet page,0,0,2,79,0.9746835443037974
116,/content/drive/MyDrive/singlish/test/2801.wav,for the women the tifpical club atire is a dress and heals,2801,for the women the typical club attire is a dress and heels,1,1,2,58,0.9310344827586207
117,/content/drive/MyDrive/singlish/test/2802.wav,we are going to get the pipeline built,2802,we are going to get the pipeline built,0,0,0,38,1.0
71,/content/drive/MyDrive/singlish/test/2803.wav,now its your cirrent to show some louve,2803,now its your turn to show some love,4,0,2,35,0.8285714285714286
108,/content/drive/MyDrive/singlish/test/2804.wav,the amount they wer provide was not revealed,2804,the amount they will provide was not revealed,0,1,2,45,0.9333333333333333
92,/content/drive/MyDrive/singlish/test/2805.wav,a lot of people are still unawar,2805,a lot of people are still unaware,0,1,0,33,0.9696969696969697
90,/content/drive/MyDrive/singlish/test/2806.wav,they are all loving their respective lives happly ever after,2806,they are all living their respective lives happily ever after,0,1,1,61,0.9672131147540983
101,/content/drive/MyDrive/singlish/test/2807.wav,a massive field of trees desiged in a shape of a jiant cuw r cod,2807,a massive field of trees designed in the shape of a giant q r code,2,4,3,66,0.8636363636363636
93,/content/drive/MyDrive/singlish/test/2808.wav,but he noted that theire other factors to consider,2808,but he noted that there are other factors to consider,0,3,1,53,0.9245283018867925
105,/content/drive/MyDrive/singlish/test/2809.wav,cany crash is the perfect ezample,2809,candy crush is the perfect example,0,1,2,34,0.9117647058823529
87,/content/drive/MyDrive/singlish/test/2810.wav,drafting ta speech over h next three days turnd out to be a lesson in diplomacy,2810,drafting the speech over the next three days turned out to be a lesson in diplomacy,0,4,1,83,0.9397590361445783
98,/content/drive/MyDrive/singlish/test/2811.wav,all parties wil be treated fairly and relevant parties wil be given an opportunity to be heard,2811,all parties will be treated fairly and relevant parties will be given an opportunity to be heard,0,2,0,96,0.9791666666666666
112,/content/drive/MyDrive/singlish/test/2812.wav,and i think in a next steame that aspect off it would have to be even more important,2812,and i think in the next team that aspect of it would have to be even more important,3,2,1,83,0.927710843373494
79,/content/drive/MyDrive/singlish/test/2813.wav,per today we realise it is about much more than cost,2813,but today we realise it is about much more than cost,0,0,3,52,0.9423076923076923
104,/content/drive/MyDrive/singlish/test/2814.wav,everyone please turn to the presson beside you,2814,everyone please turn to the person beside you,1,0,1,45,0.9555555555555556
110,/content/drive/MyDrive/singlish/test/2815.wav,if youare a man and the but belongs to a women it can become quite complicated,2815,if youre a man and the butt belongs to a woman it can become quite complicated,1,1,1,78,0.9615384615384616
78,/content/drive/MyDrive/singlish/test/2816.wav,but his family and neabors have got sed to the hot in his house and noise from the birds,2816,but his family and neighbours have got used to the hoard in his house and noise from the birds,0,6,2,94,0.9148936170212766
115,/content/drive/MyDrive/singlish/test/2817.wav,everybody deserves a second chance,2817,everybody deserves a second chance,0,0,0,34,1.0
154,/content/drive/MyDrive/singlish/test/2818.wav,india also play an increasing wrow in the regon,2818,india will also play an increasing role in the region,1,7,1,53,0.8301886792452831
119,/content/drive/MyDrive/singlish/test/2819.wav,ask when an interview could hapen mister trump replid that he didnt know exactly,2819,asked when an interview could happen mister trump replied that he didnt know exactly,0,4,0,84,0.9523809523809523
203,/content/drive/MyDrive/singlish/test/2820.wav,im not gin o pretend to be magnaimus because honestly i stillv really disliked the army,2820,im not going to pretend to be magnanimous because honestly i still really dislike the army,2,5,0,90,0.9222222222222223
142,/content/drive/MyDrive/singlish/test/2821.wav,if this isnt a case why would they want to keep their caning sentence,2821,if this isnt the case why would they want to keep their caning sentence,0,2,1,71,0.9577464788732394
176,/content/drive/MyDrive/singlish/test/2822.wav,not everyone is so optimistic,2822,not everyone is so optimistic,0,0,0,29,1.0
150,/content/drive/MyDrive/singlish/test/2823.wav,beside being a caring mam shes also a loving wife,2823,besides being a caring mom shes also a loving wife,0,1,1,50,0.96
139,/content/drive/MyDrive/singlish/test/2824.wav,and try and tak it out on others,2824,and try and take it out on others,0,1,0,33,0.9696969696969697
127,/content/drive/MyDrive/singlish/test/2825.wav,cancer has giveng him a sense of acuanimity,2825,cancer has given him a sense of equanimity,1,0,2,42,0.9285714285714286
204,/content/drive/MyDrive/singlish/test/2826.wav,video content consumption is hugely popular or mobile devices according to the study,2826,video content consumption is hugely popular on mobile devices according to the study,0,0,1,84,0.9880952380952381
175,/content/drive/MyDrive/singlish/test/2827.wav,but once we start moving her things she wil get very worked up,2827,but once we start moving her things she will get very worked up,0,1,0,63,0.9841269841269841
122,/content/drive/MyDrive/singlish/test/2828.wav,but how does a person know what the plunger does much less to actually presset,2828,but how does a person know what the plunger does much less to actually press it,0,1,1,79,0.9746835443037974
146,/content/drive/MyDrive/singlish/test/2829.wav,but she tels me it took a lotof work to get to this,2829,but she tells me it took a lot of work to get to this,0,2,0,53,0.9622641509433962
155,/content/drive/MyDrive/singlish/test/2830.wav,break a wro or too in your life,2830,break a rule or two in your life,0,1,4,32,0.84375
188,/content/drive/MyDrive/singlish/test/2831.wav,and as if tht was mondain enough boiyed thescided to pickit up,2831,and as if that was mundane enough boyd decided to pick it up,4,2,4,60,0.8333333333333334
194,/content/drive/MyDrive/singlish/test/2832.wav,a teacher where declined to give his name sad that the accused was a difficult person,2832,a teacher who declined to give his name said that the accused was a difficult person,2,1,1,84,0.9523809523809523
169,/content/drive/MyDrive/singlish/test/2833.wav,thereare no public trases of these attempts thogh,2833,therere no public traces of these attempts though,1,1,1,49,0.9387755102040817
189,/content/drive/MyDrive/singlish/test/2834.wav,but there are also lessons that can be learnt from the nations crises,2834,but there are also lessons that can be learnt from the nations crisis,0,0,1,69,0.9855072463768116
145,/content/drive/MyDrive/singlish/test/2835.wav,hoever it will be a public consultation exercise and we will do so in a consultative way,2835,however it will be a public consultation exercise and we will do so in a consultative way,0,1,0,89,0.9887640449438202
162,/content/drive/MyDrive/singlish/test/2836.wav,first i was prety boys,2836,first it was pretty boys,0,2,0,24,0.9166666666666666
170,/content/drive/MyDrive/singlish/test/2837.wav,and led to the new transport minister to contemplate building a team on his own,2837,and led to the new transport minister to contemplate building a team on his own,0,0,0,79,1.0
191,/content/drive/MyDrive/singlish/test/2838.wav,readings are made by scanning the stand serl with a seprt machine,2838,readings are made by scanning the sensor with a separate machine,4,3,2,64,0.859375
152,/content/drive/MyDrive/singlish/test/2839.wav,and its got a little some thing for everyone,2839,and its got a little something for everyone,1,0,0,43,0.9767441860465116
190,/content/drive/MyDrive/singlish/test/2840.wav,it realy depends fres on whether they have custody children,2840,it really depends first on whether they have custody children,0,2,2,61,0.9344262295081968
200,/content/drive/MyDrive/singlish/test/2841.wav,everything suddenly became pitch black,2841,everything suddenly became pitch black,0,0,0,38,1.0
118,/content/drive/MyDrive/singlish/test/2842.wav,he adthed that he emvisionsed thi upgrated mossk as is bort for sof serching on the besy streatch,2842,he added that he envisions the upgraded mosque as a spot for soul searching on the busy stretch,5,3,12,95,0.7894736842105263
138,/content/drive/MyDrive/singlish/test/2843.wav,given has tested leadership and proven capabilities i will not at all be surprised if indeed he is,2843,given his tested leadership and proven capabilities i would not at all be surprised if indeed he is,0,1,3,99,0.9595959595959596
159,/content/drive/MyDrive/singlish/test/2844.wav,proboscis monk cies also have a distinctive pluer fase at infancy as you can say,2844,proboscis monkeys also have a distinctive blue face at infancy as you can see,3,0,6,77,0.8831168831168831
126,/content/drive/MyDrive/singlish/test/2845.wav,chinese restarants such as those in hotelws for example will be open,2845,chinese restaurants such as those in hotels for example will be open,1,1,0,68,0.9705882352941176
181,/content/drive/MyDrive/singlish/test/2846.wav,he adthed that he suffers rmedical conditions,2846,he added that he suffers from medical conditions,1,4,1,48,0.875
197,/content/drive/MyDrive/singlish/test/2847.wav,again whith nothing to highd we agreed,2847,again with nothing to hide we agreed,2,0,2,36,0.8888888888888888
133,/content/drive/MyDrive/singlish/test/2848.wav,axcess court chaembers uncompromising commitment to accilentce could help to fufil ther aspiration,2848,excess court chambers uncompromising commitment to excellence could help to fulfil that aspiration,2,2,6,98,0.8979591836734694
185,/content/drive/MyDrive/singlish/test/2849.wav,the centre is currently closed indefinitely,2849,the centre is currently closed indefinitely,0,0,0,43,1.0
174,/content/drive/MyDrive/singlish/test/2850.wav,wme well have to understand that this cannot last forever,2850,one will have to understand that this cannot last forever,0,0,3,57,0.9473684210526315
168,/content/drive/MyDrive/singlish/test/2851.wav,in his first year he met an arts unergraduate and fell in love,2851,in his first year he met an arts undergraduate and fell in love,0,1,0,63,0.9841269841269841
192,/content/drive/MyDrive/singlish/test/2852.wav,according to togul the actries has been on hitest for more than six years,2852,according to toggle the actress has been on a hiatus for more than six years,1,4,4,76,0.881578947368421
147,/content/drive/MyDrive/singlish/test/2853.wav,the peurpose is to create a great wright experience for both drivers and commuters,2853,the purpose is to create a great ride experience for both drivers and commuters,3,0,2,79,0.9367088607594937
129,/content/drive/MyDrive/singlish/test/2854.wav,she managed to get soemoney back but had to pook put up with shop keepers who shouted at her,2854,she managed to get some money back but had to put up with shopkeepers who shouted at her,6,2,0,88,0.9090909090909091
196,/content/drive/MyDrive/singlish/test/2855.wav,this is cherns seccond time partaking in the olympic games,2855,this is chens second time partaking in the olympic games,2,0,0,56,0.9642857142857143
141,/content/drive/MyDrive/singlish/test/2856.wav,even though the malay family was surounded by the chinese they were not hurmed,2856,even though the malay family was surrounded by the chinese they were not harmed,0,1,1,79,0.9746835443037974
128,/content/drive/MyDrive/singlish/test/2857.wav,east boun traffics slow tho atricl at the forgh road exit,2857,eastbound traffic slowed to a trickle at the fort road exit,4,6,1,59,0.8135593220338984
163,/content/drive/MyDrive/singlish/test/2858.wav,he also said the girl did not tell him when her father died,2858,he also said the girl did not tell him when her father died,0,0,0,59,1.0
135,/content/drive/MyDrive/singlish/test/2859.wav,among the measures the bill proproses to introduce and aggregate loan cap depending on income levews,2859,among the measures the bill proposes to introduce an aggregate loan cap depending on income levels,2,0,1,98,0.9693877551020408
183,/content/drive/MyDrive/singlish/test/2860.wav,a year later she quit,2860,a year later she quit,0,0,0,21,1.0
199,/content/drive/MyDrive/singlish/test/2861.wav,more community partnership in initiatoers were also unvealed,2861,more community partnership initiatives were also unveiled,3,0,4,57,0.8771929824561403
132,/content/drive/MyDrive/singlish/test/2862.wav,and theres a lot of inconvenience even before you can get on the bars tyour destination,2862,and theres a lot of inconvenience even before you can get on the bus to your destination,1,2,1,88,0.9545454545454546
165,/content/drive/MyDrive/singlish/test/2863.wav,it refers to h commercial activity don for profit,2863,it refers to a commercial activity done for profit,0,1,1,50,0.96
148,/content/drive/MyDrive/singlish/test/2864.wav,being able to go to work everyday is a bonss so i make every singaday couunt,2864,being able to go to work everyday is a bonus so i make every single day count,1,2,2,77,0.935064935064935
134,/content/drive/MyDrive/singlish/test/2865.wav,for yaung kalllour is standing on the showders of jiantce as he posed these questions to his dad,2865,for young keller is standing on the shoulders of giants as he posed these questions to his dad,3,1,6,94,0.8936170212765957
125,/content/drive/MyDrive/singlish/test/2866.wav,the exat location and the timing of the incident is unnowned,2866,the exact location and the timing of the incident is unknown,2,2,0,60,0.9333333333333333
180,/content/drive/MyDrive/singlish/test/2867.wav,in my view there ae no mitigating circumstances,2867,in my view there are no mitigating circumstances,0,1,0,48,0.9791666666666666
160,/content/drive/MyDrive/singlish/test/2868.wav,but i tried to lemb myself to eating these no modern thris a week,2868,but i try to limit myself to eating these no more than thrice a week,2,5,6,68,0.8088235294117647
140,/content/drive/MyDrive/singlish/test/2869.wav,and if they do you can understand the frustration,2869,and if they do you can understand the frustration,0,0,0,49,1.0
156,/content/drive/MyDrive/singlish/test/2870.wav,before your dosmissed this as expons a article allow me to tell you why yo shouldent,2870,before you dismiss this as a sponsored article allow me to tell you why you shouldnt,4,4,5,84,0.8452380952380952
205,/content/drive/MyDrive/singlish/test/2871.wav,but there was some on the women whowere worrid about it,2871,but there were some other women who were worried about it,2,4,2,57,0.8596491228070176
195,/content/drive/MyDrive/singlish/test/2872.wav,they have sinced paset the way,2872,they have since passed away,4,1,2,27,0.7407407407407407
202,/content/drive/MyDrive/singlish/test/2873.wav,authorityes declined to comment if any taxi drivers had help with the arest of the man,2873,authorities to comment if any taxi drivers had help with the arrest of the man,9,1,1,78,0.8589743589743589
149,/content/drive/MyDrive/singlish/test/2874.wav,and how do i help todays working class transition to the economy of the future,2874,and how do we help todays working class transition to the economy of the future,0,1,1,79,0.9746835443037974
178,/content/drive/MyDrive/singlish/test/2875.wav,about a week later he did the same thing with the autra boost shoew,2875,about a week later he did the same thing with the ultra boost shoe,1,0,2,66,0.9545454545454546
143,/content/drive/MyDrive/singlish/test/2876.wav,now it is of course not wrong to dhislike an artist or an arc work,2876,now it is of course not wrong to dislike an artist or an artwork,2,0,1,64,0.953125
164,/content/drive/MyDrive/singlish/test/2877.wav,the strahtes times is the official madia parrtner of the festivall,2877,the straits times is the official media partner of the festival,3,0,2,63,0.9206349206349206
121,/content/drive/MyDrive/singlish/test/2878.wav,dont give up because you have to change,2878,dont give up because you have to change,0,0,0,39,1.0
187,/content/drive/MyDrive/singlish/test/2879.wav,but not in this case no profits no gain was made by any accused,2879,but not in this case no profits no gain was made by any accused,0,0,0,63,1.0
157,/content/drive/MyDrive/singlish/test/2880.wav,but working ith prisoners is a first for the theater group,2880,but working with prisoners is a first for the theatre group,0,1,2,59,0.9491525423728814
161,/content/drive/MyDrive/singlish/test/2881.wav,but he prooved to be a hit,2881,but he proved to be a hit,1,0,0,25,0.96
172,/content/drive/MyDrive/singlish/test/2882.wav,consider if someon else wil interprete this differently,2882,consider if someone else would interpret this differently,1,3,1,57,0.9122807017543859
137,/content/drive/MyDrive/singlish/test/2883.wav,nobody must get away with attacking the open free and democratic danise society,2883,nobody must get away with attacking the open free and democratic danish society,0,0,1,79,0.9873417721518988
151,/content/drive/MyDrive/singlish/test/2884.wav,each person does it differently,2884,each person does it differently,0,0,0,31,1.0
153,/content/drive/MyDrive/singlish/test/2885.wav,et keps prices low by using a scraper to extrat information about jurnalists,2885,it keeps prices low by using a scraper to extract information about journalists,0,3,1,79,0.9493670886075949
130,/content/drive/MyDrive/singlish/test/2886.wav,no one was heart in the incident although the overflowd raing water affected several of our tenance,2886,no one was hurt in the incident although the overflowed rainwater affected several of our tenants,3,1,3,97,0.9278350515463918
144,/content/drive/MyDrive/singlish/test/2887.wav,we have seen very good results towards stemmarket recovery,2887,we have seen very good results towards the market recovery,0,0,3,58,0.9482758620689655
123,/content/drive/MyDrive/singlish/test/2888.wav,after all g m frood is yackee for many,2888,after all g m food is yucky for many,2,0,2,36,0.8888888888888888
177,/content/drive/MyDrive/singlish/test/2889.wav,he shared a letter he wrot to the managing agent,2889,he shared a letter he wrote to the managing agent,0,1,0,49,0.9795918367346939
201,/content/drive/MyDrive/singlish/test/2890.wav,it had fortymarik points and was not suspended,2890,it had four demerit points and was not suspended,0,2,4,48,0.875
184,/content/drive/MyDrive/singlish/test/2891.wav,if wou think the singaporerean musics sceen as that,2891,if you think the singaporean music scene is dead,3,0,7,48,0.7916666666666666
182,/content/drive/MyDrive/singlish/test/2892.wav,beside the hard regular mals and overeating abvrerusly affect the stomac,2892,besides the heart irregular meals and overeating adversely affect the stomach,1,6,4,77,0.8571428571428571
124,/content/drive/MyDrive/singlish/test/2893.wav,at first we al worr it because ther many oportuniss out there,2893,at first we were worried because there are many opportunists out there,0,9,5,70,0.8
186,/content/drive/MyDrive/singlish/test/2894.wav,it is also unclear how payding views its exclusion,2894,it is also unclear how beijing views its exclusion,0,0,4,50,0.92
166,/content/drive/MyDrive/singlish/test/2895.wav,currently all the consumers sentiment indicators remain eceptionally rosy suggesting all as well,2895,currently all the consumer sentiment indicators remain exceptionally rosy suggesting all is well,1,1,1,96,0.96875
131,/content/drive/MyDrive/singlish/test/2896.wav,and that makes you a happy shoprk and your friends happy gift receivers,2896,and that makes you a happy shopper and your friends happy gift receivers,0,1,2,72,0.9583333333333334
120,/content/drive/MyDrive/singlish/test/2897.wav,more times certainly desirable,2897,more time is certainly desirable,0,2,0,32,0.9375
171,/content/drive/MyDrive/singlish/test/2898.wav,ech is only one of the factors,2898,age is only one of the factors,0,0,3,30,0.9
136,/content/drive/MyDrive/singlish/test/2899.wav,it is about leaving them something sustainable,2899,it is about leaving them something sustainable,0,0,0,46,1.0
173,/content/drive/MyDrive/singlish/test/2900.wav,there is a glorious reambo that backons thoughs with a spirit of adventure,2900,there is a glorious rainbow that beckons those with a spirit of adventure,2,1,6,73,0.8767123287671232
193,/content/drive/MyDrive/singlish/test/2901.wav,thit is by embracing such differencses that we can foster creative co existance,2901,it is by embracing such differences that we can foster creative coexistence,4,0,1,75,0.9333333333333333
179,/content/drive/MyDrive/singlish/test/2902.wav,everything was new to me,2902,everything was new to me,0,0,0,24,1.0
158,/content/drive/MyDrive/singlish/test/2903.wav,a legh a feeld migt be horter to play on then they think,2903,a level field might be harder to play on than they think,1,1,7,56,0.8392857142857143
198,/content/drive/MyDrive/singlish/test/2904.wav,for me i have been lucky to work in companies that always rewarded bast on marit,2904,for me i have been lucky to work in companies that always rewarded based on merit,0,1,2,81,0.9629629629629629
167,/content/drive/MyDrive/singlish/test/2905.wav,check up the facebook pose for yourself,2905,check out the facebook post for yourself,0,1,2,40,0.925
228,/content/drive/MyDrive/singlish/test/2906.wav,the man abuused the boy a third time later that month whir he was cutting the childs har,2906,the man abused the boy a third time later that month while he was cutting the childs hair,1,2,1,89,0.9550561797752809
225,/content/drive/MyDrive/singlish/test/2907.wav,a senior british banker lolded his authoritorin bruw,2907,a senior british banker lauded his authoritarian rule,1,2,4,53,0.8679245283018868
284,/content/drive/MyDrive/singlish/test/2908.wav,she hadpened used to a comfotable life and wasnt sure if she cud ment shoes all day long,2908,she had been used to a comfortable life and wasnt sure if she could mend shoes all day long,0,3,5,91,0.9120879120879121
251,/content/drive/MyDrive/singlish/test/2909.wav,it is a heavy responsibility,2909,it is a heavy responsibility,0,0,0,28,1.0
241,/content/drive/MyDrive/singlish/test/2910.wav,i hope that wont be the atitud,2910,i hope that wont be the attitude,0,2,0,32,0.9375
291,/content/drive/MyDrive/singlish/test/2911.wav,he sad he immediately notified the train station staffd,2911,he said he immediately notified the train station staff,1,1,0,55,0.9636363636363636
260,/content/drive/MyDrive/singlish/test/2912.wav,i believe those preesshos early minutes made all the difference,2912,i believe those precious early minutes made all the difference,1,0,4,62,0.9193548387096774
261,/content/drive/MyDrive/singlish/test/2913.wav,early indicators of activity in this years housing market show that demand remains robust,2913,early indicators of activity in this years housing market show that demand remains robust,0,0,0,89,1.0
211,/content/drive/MyDrive/singlish/test/2914.wav,but this time around he game more respect than  natority from is online supporters,2914,but this time round he gained more respect than notoriety from his online supporters,2,4,2,84,0.9047619047619048
287,/content/drive/MyDrive/singlish/test/2915.wav,at present they can turn only to high doses of antibotics to stop the infection,2915,at present they can turn only to high doses of antibiotics to stop the infection,0,1,0,80,0.9875
233,/content/drive/MyDrive/singlish/test/2916.wav,planing to snap a few pictures of the decarated traine,2916,planning to snap a few pictures of the decorated train,1,1,1,54,0.9444444444444444
236,/content/drive/MyDrive/singlish/test/2917.wav,common wealth countriees should make te mose of this shart outlook to promote trad among ourselves,2917,commonwealth countries should make the most of this shared outlook to promote trade among ourselves,2,3,2,99,0.9292929292929293
219,/content/drive/MyDrive/singlish/test/2918.wav,but he faced his steep learning curve,2918,but he faced a steep learning curve,2,0,1,35,0.9142857142857143
256,/content/drive/MyDrive/singlish/test/2919.wav,and where does malaysia get tas drinking water from,2919,and where does malaysia get its drinking water from,0,0,2,51,0.9607843137254902
248,/content/drive/MyDrive/singlish/test/2920.wav,so stay chen for updates,2920,so stay tuned for updates,0,1,3,25,0.84
276,/content/drive/MyDrive/singlish/test/2921.wav,she noted that it is unlike investments in infrastructure where a tangable outcomes can be seen,2921,she noted that it is unlike investments in infrastructure where tangible outcomes can be seen,2,0,1,93,0.967741935483871
242,/content/drive/MyDrive/singlish/test/2922.wav,evalitates adam smiths notion of the invirsible hand de,2922,it validates adam smiths notion of the invisible hand though,1,6,4,60,0.8166666666666667
268,/content/drive/MyDrive/singlish/test/2923.wav,helth ro care professionalls sad it kidny transplant thes the best way to treat kidy failur,2923,health care professionals said a kidney transplant is the best way to treat kidney failure,7,6,2,90,0.8333333333333334
273,/content/drive/MyDrive/singlish/test/2924.wav,the electoral bonderies re view commite we liased its report yesterday,2924,the electoral boundaries review committee released its report yesterday,2,3,3,71,0.8873239436619719
255,/content/drive/MyDrive/singlish/test/2925.wav,find up more about thes sseven stops,2925,find out more about the seven stops,2,1,1,35,0.8857142857142857
286,/content/drive/MyDrive/singlish/test/2926.wav,she oul have an easier time avoiding him now,2926,shell have an easier time avoiding him now,2,0,1,42,0.9285714285714286
223,/content/drive/MyDrive/singlish/test/2927.wav,as a result thet the tarents in some countries youso so low,2927,as a result their deterrence in some countries is also low,1,0,14,58,0.7413793103448276
230,/content/drive/MyDrive/singlish/test/2928.wav,fer questions were raised about how companies which adopt thes standard can be morningtired,2928,but questions were raised about how companies which adopt this standard can be monitored,3,0,5,88,0.9090909090909091
282,/content/drive/MyDrive/singlish/test/2929.wav,these include the printing of floyers and baners as well as the placement of avertisments online,2929,these include the printing of flyers and banners as well as the placement of advertisements online,1,3,0,98,0.9591836734693877
220,/content/drive/MyDrive/singlish/test/2930.wav,getting a horse and positiomproved chalenging the spite efforts by staff,2930,getting the horse in position proved challenging despite efforts by staff,3,4,4,73,0.8493150684931506
280,/content/drive/MyDrive/singlish/test/2931.wav,s specialised security vehicle from wach security guards can monitor buildings at night,2931,a specialised security vehicle from which security guards can monitor buildings at night,0,1,2,88,0.9659090909090909
270,/content/drive/MyDrive/singlish/test/2932.wav,i think there wilbe other residents will actually be quite concerrn about this easpect,2932,i think there will be other residents who will actually be quite concerned about this aspect,1,7,2,92,0.8913043478260869
240,/content/drive/MyDrive/singlish/test/2933.wav,the figgurs come amald continued decline in tourist arrivas,2933,the figures come amid continued decline in tourist arrivals,2,2,1,59,0.9152542372881356
232,/content/drive/MyDrive/singlish/test/2934.wav,if finance ministry spotes person diddnt immediately respond to tax messages or coalves,2934,a finance ministry spokesperson didnt immediately respond to text messages or calls,5,1,4,83,0.8795180722891566
252,/content/drive/MyDrive/singlish/test/2935.wav,the project is expected to be completed in the first halfh of this year,2935,the project is expected to be completed in the first half of this year,1,0,0,70,0.9857142857142858
239,/content/drive/MyDrive/singlish/test/2936.wav,a wil is only vailued when serching conditions are maht,2936,a will is only valid when certain conditions are met,4,1,5,52,0.8076923076923077
275,/content/drive/MyDrive/singlish/test/2937.wav,i live near buy i shappe able to cycur in if i want to,2937,i live nearby i should be able to cycle in if i want to,2,3,5,55,0.8181818181818182
237,/content/drive/MyDrive/singlish/test/2938.wav,dont pelieve what you just reat,2938,dont believe what you just read,0,0,2,31,0.9354838709677419
259,/content/drive/MyDrive/singlish/test/2939.wav,now yoe re making so much from production of the nuts that theire abandoning the beans,2939,now theyre making so much from production of the nuts that theyre abandoning the beans,0,0,4,86,0.9534883720930233
217,/content/drive/MyDrive/singlish/test/2940.wav,before then you logg an ansoryour home page,2940,before then you logged in and saw your homepage,1,5,3,47,0.8085106382978723
234,/content/drive/MyDrive/singlish/test/2941.wav,all of us are allegable to be creddible canidates for the election,2941,all of us are eligible to be credible candidates for the election,2,1,3,65,0.9076923076923077
208,/content/drive/MyDrive/singlish/test/2942.wav,how do you bring formality to the informel sector,2942,how do you bring formality to the informal sector,0,0,1,49,0.9795918367346939
244,/content/drive/MyDrive/singlish/test/2943.wav,fresh food vanding is a concept that is completely unnown to them,2943,fresh food vending is a concept that is completely unknown to them,0,1,1,66,0.9696969696969697
